# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Tue Jul  1 21:30:23 2025
#
# COLUMN star_id:        Star ID
# COLUMN region:         Part of Sky Surveyed
# COLUMN ra:             RA [deg]
# COLUMN dec:            Dec [deg]
# COLUMN starthjd:       Start HJD [day]
# COLUMN endhjd:         End HJD [day]
# COLUMN bmag:           B Mag [mag]
# COLUMN vmag:           V Mag [mag]
# COLUMN rmag:           R Mag [mag]
# COLUMN rerr:           R Mag uncertainty [mag]
# COLUMN lcfil:          Light Curve Filter
# COLUMN npts:           Points in Light Curve
#
star_id,region,ra,dec,starthjd,endhjd,bmag,vmag,rmag,rerr,lcfil,npts
TrES_Lyr1_00204,TrES_Lyr1,288.7467,49.6472,2453549.75,2453611.95,,,11.571,0.040,R,4148
TrES_Lyr1_00205,TrES_Lyr1,289.8129,49.0658,2453549.75,2453611.95,11.658,10.355,11.581,0.047,R,4148
TrES_Lyr1_00206,TrES_Lyr1,287.8813,46.3456,2453541.79,2453616.73,13.184,10.671,11.578,0.023,R,11398
TrES_Lyr1_00207,TrES_Lyr1,284.0283,44.3753,2453549.75,2453611.95,11.553,10.384,11.577,0.038,R,4129
TrES_Lyr1_00208,TrES_Lyr1,288.8175,45.8856,2453541.79,2453616.73,,,11.580,0.028,R,15504
TrES_Lyr1_00209,TrES_Lyr1,288.4217,45.5806,2453541.79,2453616.73,10.125,9.863,11.583,0.034,R,15546
TrES_Lyr1_00210,TrES_Lyr1,288.7887,47.5300,2453541.79,2453616.73,,,11.586,0.043,R,15427
TrES_Lyr1_00211,TrES_Lyr1,287.1771,46.4042,2453549.75,2453611.95,11.186,10.241,11.586,0.034,R,3719
TrES_Lyr1_00212,TrES_Lyr1,289.3750,46.7894,2453549.75,2453611.95,12.321,10.946,11.632,0.023,R,4038
TrES_Lyr1_00213,TrES_Lyr1,288.7821,46.8911,2453541.79,2453616.73,,,11.587,0.034,R,15531
TrES_Lyr1_00214,TrES_Lyr1,284.3583,44.3300,2453549.75,2453611.95,11.821,10.449,11.587,0.026,R,4146
TrES_Lyr1_00215,TrES_Lyr1,284.5729,44.4878,2453549.75,2453611.95,11.994,10.508,11.588,0.035,R,4031
TrES_Lyr1_00216,TrES_Lyr1,282.7304,46.1136,2453549.75,2453611.95,10.253,9.915,11.590,0.022,R,3870
TrES_Lyr1_00217,TrES_Lyr1,283.6833,48.5042,2453549.75,2453611.95,10.843,10.054,11.591,0.035,R,4006
TrES_Lyr1_00218,TrES_Lyr1,286.7171,48.1550,2453549.75,2453611.95,11.822,10.508,11.592,0.038,R,3171
TrES_Lyr1_00219,TrES_Lyr1,285.0950,45.6531,2453541.79,2453616.73,12.089,10.580,11.592,0.039,R,11398
TrES_Lyr1_00220,TrES_Lyr1,287.1246,49.7978,2453549.75,2453611.95,11.360,10.245,11.600,0.028,R,4148
TrES_Lyr1_00221,TrES_Lyr1,286.7492,49.7833,2453549.75,2453611.95,11.799,10.402,11.602,0.027,R,4148
TrES_Lyr1_00222,TrES_Lyr1,281.8462,46.0917,2453549.75,2453611.95,11.819,10.380,11.602,0.032,R,4147
TrES_Lyr1_00223,TrES_Lyr1,285.2113,45.0633,2453541.79,2453616.73,12.237,10.622,11.610,0.024,R,11398
TrES_Lyr1_00224,TrES_Lyr1,286.1867,47.5106,2453541.79,2453616.73,10.506,10.032,11.609,0.041,R,11398
TrES_Lyr1_00225,TrES_Lyr1,284.1100,49.7592,2453549.75,2453611.95,11.852,10.411,11.600,0.106,R,4148
TrES_Lyr1_00226,TrES_Lyr1,283.9442,46.7108,2453549.75,2453611.95,11.373,10.264,11.609,0.047,R,3525
TrES_Lyr1_00227,TrES_Lyr1,282.0138,49.1094,2453549.75,2453611.95,12.236,10.597,11.611,0.041,R,4148
TrES_Lyr1_00228,TrES_Lyr1,288.2362,45.3647,2453541.79,2453616.73,12.463,10.741,11.611,0.026,R,14121
TrES_Lyr1_00229,TrES_Lyr1,285.8104,44.4483,2453541.79,2453616.73,11.338,10.878,11.613,0.027,R,15545
TrES_Lyr1_00230,TrES_Lyr1,281.6592,49.1964,2453541.79,2453616.73,12.761,10.605,11.617,0.039,R,15546
TrES_Lyr1_00231,TrES_Lyr1,288.2608,44.6042,2453541.79,2453616.73,11.355,10.418,11.651,0.019,R,15546
TrES_Lyr1_00232,TrES_Lyr1,287.0575,49.6519,2453549.75,2453611.95,10.217,9.875,11.616,0.034,R,4147
TrES_Lyr1_00233,TrES_Lyr1,282.9471,49.6100,2453541.79,2453616.73,11.710,10.491,11.617,0.043,R,15546
TrES_Lyr1_00234,TrES_Lyr1,284.3238,49.6775,2453549.75,2453611.95,11.626,10.227,11.618,0.043,R,4148
TrES_Lyr1_00235,TrES_Lyr1,288.9538,48.5078,2453541.79,2453616.73,,,11.621,0.029,R,15546
TrES_Lyr1_00236,TrES_Lyr1,286.9825,45.6603,2453541.79,2453616.73,10.383,10.055,11.625,0.044,R,15433
TrES_Lyr1_00237,TrES_Lyr1,283.5713,45.8969,2453549.75,2453611.95,12.010,10.549,11.625,0.029,R,3925
TrES_Lyr1_00238,TrES_Lyr1,289.4967,44.4531,2453549.75,2453611.95,10.770,10.086,11.625,0.022,R,4148
TrES_Lyr1_00239,TrES_Lyr1,281.8838,45.6753,2453549.75,2453611.95,11.636,10.602,11.626,0.045,R,4147
TrES_Lyr1_00240,TrES_Lyr1,282.4208,48.0992,2453549.75,2453611.95,10.607,10.127,11.628,0.039,R,4148
TrES_Lyr1_00241,TrES_Lyr1,287.6417,44.5136,2453541.79,2453616.73,10.152,9.970,11.633,0.036,R,15546
TrES_Lyr1_00242,TrES_Lyr1,288.8146,48.7333,2453541.79,2453616.73,,,11.633,0.033,R,15546
TrES_Lyr1_00243,TrES_Lyr1,282.9125,48.9797,2453549.75,2453611.95,10.604,10.023,11.636,0.043,R,4148
TrES_Lyr1_00244,TrES_Lyr1,285.3875,44.1933,2453541.79,2453616.73,12.568,10.729,11.636,0.033,R,15534
TrES_Lyr1_00245,TrES_Lyr1,288.8504,47.8481,2453541.79,2453616.73,,,11.636,0.032,R,11398
TrES_Lyr1_00246,TrES_Lyr1,284.1179,46.4672,2453549.75,2453611.95,11.389,10.221,11.639,0.040,R,3853
TrES_Lyr1_00247,TrES_Lyr1,283.2542,46.5122,2453549.75,2453611.95,12.537,10.639,11.641,0.031,R,3583
TrES_Lyr1_00248,TrES_Lyr1,287.7487,47.3394,2453541.79,2453616.73,10.161,9.930,11.641,0.038,R,15530
TrES_Lyr1_00249,TrES_Lyr1,287.9533,47.6981,2453541.79,2453616.73,11.464,10.323,11.641,0.033,R,15300
TrES_Lyr1_00250,TrES_Lyr1,281.5196,48.4917,2453549.75,2453611.95,11.483,10.384,11.644,0.034,R,4147
TrES_Lyr1_00251,TrES_Lyr1,286.7583,46.2464,2453549.75,2453611.95,11.779,10.417,11.648,0.032,R,3527
TrES_Lyr1_00252,TrES_Lyr1,288.4887,46.3344,2453541.79,2453616.73,10.782,10.236,11.652,0.036,R,15530
TrES_Lyr1_00253,TrES_Lyr1,283.1538,49.0231,2453549.75,2453611.95,10.896,10.289,11.653,0.033,R,4148
TrES_Lyr1_00254,TrES_Lyr1,288.2879,49.6078,2453549.75,2453611.95,11.818,10.480,11.656,0.046,R,4148
TrES_Lyr1_00255,TrES_Lyr1,281.0996,49.1061,2453541.79,2453616.73,12.310,10.496,11.656,0.035,R,15545
TrES_Lyr1_00256,TrES_Lyr1,283.4679,44.3050,2453541.79,2453616.73,11.863,10.414,11.656,0.028,R,15546
TrES_Lyr1_00257,TrES_Lyr1,283.3900,46.2308,2453549.75,2453611.95,10.645,10.097,11.660,0.028,R,4117
TrES_Lyr1_00258,TrES_Lyr1,289.4129,46.5342,2453549.75,2453611.95,12.282,10.789,11.660,0.024,R,4148
TrES_Lyr1_00259,TrES_Lyr1,286.6417,45.2061,2453541.79,2453616.73,12.295,10.726,11.662,0.040,R,15387
TrES_Lyr1_00260,TrES_Lyr1,287.5575,46.1744,2453541.79,2453616.73,11.812,10.535,11.662,0.041,R,15219
TrES_Lyr1_00261,TrES_Lyr1,287.3954,47.4872,2453541.79,2453616.73,,,11.668,0.033,R,11398
TrES_Lyr1_00262,TrES_Lyr1,285.3858,44.9831,2453541.79,2453616.73,10.698,10.115,11.668,0.030,R,15537
TrES_Lyr1_00263,TrES_Lyr1,286.7533,46.2106,2453541.79,2453616.73,12.527,10.623,11.669,0.037,R,11398
TrES_Lyr1_00264,TrES_Lyr1,281.4508,49.7711,2453549.75,2453611.95,11.614,10.373,11.671,0.016,R,4085
TrES_Lyr1_00265,TrES_Lyr1,284.1104,49.7606,2453541.79,2453616.73,11.852,10.411,11.676,0.052,R,11398
TrES_Lyr1_00266,TrES_Lyr1,284.2717,49.8600,2453549.75,2453611.95,10.166,9.853,11.676,0.021,R,4148
TrES_Lyr1_00267,TrES_Lyr1,285.3771,44.9500,2453541.79,2453616.73,12.322,11.045,11.732,0.039,R,11398
TrES_Lyr1_00268,TrES_Lyr1,288.0838,48.2050,2453541.79,2453616.73,12.781,10.972,11.809,0.042,R,11398
TrES_Lyr1_00269,TrES_Lyr1,287.9108,47.8961,2453541.79,2453616.73,10.288,10.017,11.685,0.027,R,15545
TrES_Lyr1_00270,TrES_Lyr1,283.9712,46.5947,2453549.75,2453611.95,12.194,10.612,11.687,0.036,R,3718
TrES_Lyr1_00271,TrES_Lyr1,281.7258,46.5581,2453549.75,2453611.95,11.840,10.581,11.688,0.042,R,4148
TrES_Lyr1_00272,TrES_Lyr1,281.3825,49.2575,2453541.79,2453616.73,12.069,10.582,11.690,0.030,R,15545
TrES_Lyr1_00273,TrES_Lyr1,285.2771,45.4053,2453549.75,2453611.95,11.647,10.495,11.694,0.028,R,4073
TrES_Lyr1_00274,TrES_Lyr1,284.9787,44.9822,2453541.79,2453616.73,11.800,10.523,11.698,0.023,R,15469
TrES_Lyr1_00275,TrES_Lyr1,287.1421,46.5353,2453541.79,2453616.73,10.940,10.366,11.698,0.043,R,15546
TrES_Lyr1_00276,TrES_Lyr1,282.7971,44.4422,2453541.79,2453616.73,11.649,10.486,11.702,0.034,R,15546
TrES_Lyr1_00277,TrES_Lyr1,288.3342,49.0756,2453541.79,2453616.73,11.471,10.293,11.703,0.028,R,15546
TrES_Lyr1_00278,TrES_Lyr1,283.1196,48.4039,2453549.75,2453611.95,9.646,9.736,11.704,0.038,R,4148
TrES_Lyr1_00279,TrES_Lyr1,284.6600,48.5428,2453541.79,2453616.73,12.453,10.696,11.703,0.049,R,11398
TrES_Lyr1_00280,TrES_Lyr1,283.0254,46.0139,2453549.75,2453611.95,12.622,10.771,11.685,0.044,R,3497
TrES_Lyr1_00281,TrES_Lyr1,287.1338,47.5092,2453541.79,2453616.73,11.931,10.467,11.705,0.039,R,15068
TrES_Lyr1_00282,TrES_Lyr1,289.2842,44.2169,2453549.75,2453611.95,11.807,10.456,11.706,0.021,R,4148
TrES_Lyr1_00283,TrES_Lyr1,289.4112,48.4233,2453549.75,2453611.95,,,11.709,0.037,R,4148
TrES_Lyr1_00284,TrES_Lyr1,286.6796,46.6606,2453541.79,2453616.73,12.316,10.788,11.655,0.039,R,13078
TrES_Lyr1_00285,TrES_Lyr1,284.2333,49.8150,2453549.75,2453611.95,11.571,10.375,11.712,0.018,R,4148
TrES_Lyr1_00286,TrES_Lyr1,286.3954,47.9039,2453549.75,2453611.95,11.569,10.466,11.713,0.036,R,3933
TrES_Lyr1_00287,TrES_Lyr1,282.9625,48.1506,2453549.75,2453611.95,13.089,10.813,11.716,0.042,R,3968
TrES_Lyr1_00288,TrES_Lyr1,285.5412,45.2775,2453541.79,2453616.73,11.056,10.287,11.718,0.039,R,15525
TrES_Lyr1_00289,TrES_Lyr1,283.3317,44.3225,2453541.79,2453616.73,12.798,10.779,11.720,0.040,R,15546
TrES_Lyr1_00290,TrES_Lyr1,283.9021,44.9508,2453541.79,2453616.73,10.784,10.278,11.729,0.038,R,15546
TrES_Lyr1_00291,TrES_Lyr1,283.5667,48.8728,2453549.75,2453611.95,11.529,10.441,11.730,0.040,R,4148
TrES_Lyr1_00292,TrES_Lyr1,286.9558,46.9367,2453541.79,2453616.73,11.787,10.511,11.731,0.035,R,15229
TrES_Lyr1_00293,TrES_Lyr1,282.7038,45.1453,2453541.79,2453616.73,12.064,10.611,11.736,0.036,R,15544
TrES_Lyr1_00294,TrES_Lyr1,282.7367,44.0283,2453549.75,2453611.95,12.444,10.642,11.737,0.033,R,4147
TrES_Lyr1_00295,TrES_Lyr1,284.4846,47.0147,2453549.75,2453611.95,10.880,10.237,11.738,0.017,R,3972
TrES_Lyr1_00296,TrES_Lyr1,283.2408,48.8147,2453549.75,2453611.95,11.646,10.526,11.740,0.130,R,4148
TrES_Lyr1_00297,TrES_Lyr1,281.5783,46.3458,2453541.79,2453616.73,13.204,11.018,11.839,0.073,R,15410
TrES_Lyr1_00298,TrES_Lyr1,288.3517,46.7025,2453541.79,2453616.73,12.207,10.503,11.743,0.046,R,15490
TrES_Lyr1_00299,TrES_Lyr1,286.2337,44.8581,2453541.79,2453616.73,11.691,10.479,11.743,0.034,R,15545
TrES_Lyr1_00300,TrES_Lyr1,283.0883,46.0831,2453549.75,2453611.95,11.859,10.632,11.749,0.035,R,4128
TrES_Lyr1_00301,TrES_Lyr1,286.2671,46.8289,2453549.75,2453611.95,10.957,10.261,11.751,0.038,R,4077
TrES_Lyr1_00302,TrES_Lyr1,284.5321,49.1961,2453549.75,2453611.95,11.515,10.338,11.751,0.039,R,4147
TrES_Lyr1_00303,TrES_Lyr1,285.2954,44.4258,2453541.79,2453616.73,10.824,10.282,11.751,0.031,R,15546
TrES_Lyr1_00304,TrES_Lyr1,286.9092,46.4667,2453541.79,2453616.73,10.645,10.305,11.752,0.039,R,15534
TrES_Lyr1_00305,TrES_Lyr1,280.7858,49.7214,2453549.75,2453611.95,12.601,10.736,11.754,0.148,R,4058
TrES_Lyr1_00306,TrES_Lyr1,288.3550,45.3444,2453541.79,2453616.73,10.812,10.255,11.755,0.023,R,15546
TrES_Lyr1_00307,TrES_Lyr1,285.9712,47.7614,2453549.75,2453611.95,10.668,10.209,11.756,0.041,R,4099
TrES_Lyr1_00308,TrES_Lyr1,287.5238,48.8333,2453541.79,2453616.73,10.314,10.084,11.760,0.038,R,15546
TrES_Lyr1_00309,TrES_Lyr1,281.5871,46.6347,2453549.75,2453611.95,11.256,10.409,11.760,0.095,R,4148
TrES_Lyr1_00310,TrES_Lyr1,285.9883,44.2853,2453541.79,2453616.73,10.647,10.281,11.761,0.026,R,15546
TrES_Lyr1_00311,TrES_Lyr1,285.7013,44.2711,2453541.79,2453616.73,11.635,10.575,11.762,0.035,R,15546
TrES_Lyr1_00312,TrES_Lyr1,285.6625,47.9108,2453549.75,2453611.95,10.689,10.097,11.762,0.037,R,4148
TrES_Lyr1_00313,TrES_Lyr1,283.4658,48.5275,2453549.75,2453611.95,11.589,10.365,11.763,0.035,R,4148
TrES_Lyr1_00314,TrES_Lyr1,287.0629,46.6742,2453541.79,2453616.73,10.632,10.151,11.763,0.038,R,15546
TrES_Lyr1_00315,TrES_Lyr1,282.4279,44.6614,2453541.79,2453616.73,12.131,10.687,11.765,0.040,R,15546
TrES_Lyr1_00316,TrES_Lyr1,282.1992,45.3397,2453541.79,2453616.73,11.699,10.519,11.766,0.037,R,15546
TrES_Lyr1_00317,TrES_Lyr1,285.3308,49.3419,2453541.79,2453616.73,10.775,10.197,11.767,0.031,R,15546
TrES_Lyr1_00318,TrES_Lyr1,283.9483,45.5244,2453549.75,2453611.95,10.447,10.071,11.767,0.031,R,4148
TrES_Lyr1_00319,TrES_Lyr1,285.5088,49.6086,2453541.79,2453616.73,10.720,10.291,11.767,0.034,R,15545
TrES_Lyr1_00320,TrES_Lyr1,283.8637,44.9853,2453541.79,2453616.73,11.981,10.621,11.770,0.052,R,15546
TrES_Lyr1_00321,TrES_Lyr1,288.0671,45.6836,2453541.79,2453616.73,11.639,10.395,11.770,0.036,R,15546
TrES_Lyr1_00322,TrES_Lyr1,281.1683,47.6681,2453541.79,2453616.73,12.615,10.663,11.771,0.035,R,15545
TrES_Lyr1_00323,TrES_Lyr1,286.6479,46.5647,2453541.79,2453616.73,11.028,10.351,11.773,0.032,R,15531
TrES_Lyr1_00324,TrES_Lyr1,284.0967,44.4797,2453541.79,2453616.73,13.022,10.802,11.774,0.035,R,15545
TrES_Lyr1_00325,TrES_Lyr1,283.2808,45.4372,2453549.75,2453611.95,11.290,10.361,11.774,0.033,R,4148
TrES_Lyr1_00326,TrES_Lyr1,281.9421,48.6206,2453549.75,2453611.95,10.692,10.130,11.776,0.036,R,4148
TrES_Lyr1_00327,TrES_Lyr1,289.1121,45.6181,2453549.75,2453611.95,,,11.776,0.034,R,4148
TrES_Lyr1_00328,TrES_Lyr1,288.7354,46.1114,2453541.79,2453616.73,,,11.777,0.029,R,15546
TrES_Lyr1_00329,TrES_Lyr1,283.9946,46.1628,2453549.75,2453611.95,11.899,10.626,11.779,0.034,R,4009
TrES_Lyr1_00330,TrES_Lyr1,288.1438,49.3800,2453541.79,2453616.73,12.029,10.556,11.781,0.034,R,15546
TrES_Lyr1_00331,TrES_Lyr1,285.1067,48.5408,2453549.75,2453611.95,10.503,10.118,11.781,0.046,R,4148
TrES_Lyr1_00332,TrES_Lyr1,287.6737,47.0511,2453541.79,2453616.73,12.879,10.769,11.781,0.041,R,15407
TrES_Lyr1_00333,TrES_Lyr1,282.2538,44.4725,2453541.79,2453616.73,11.552,10.499,11.782,0.039,R,15546
TrES_Lyr1_00334,TrES_Lyr1,284.6021,48.8686,2453549.75,2453611.95,13.229,10.809,11.783,0.033,R,3969
TrES_Lyr1_00335,TrES_Lyr1,283.8104,46.3706,2453549.75,2453611.95,11.751,10.527,11.783,0.043,R,4077
TrES_Lyr1_00336,TrES_Lyr1,281.2692,44.3239,2453541.79,2453616.73,12.518,10.857,11.790,0.052,R,15546
TrES_Lyr1_00337,TrES_Lyr1,282.2038,45.5528,2453541.79,2453616.73,10.731,10.278,11.791,0.032,R,15546
TrES_Lyr1_00338,TrES_Lyr1,284.2771,44.5708,2453541.79,2453616.73,11.717,10.568,11.792,0.026,R,15546
TrES_Lyr1_00339,TrES_Lyr1,287.7096,49.3553,2453541.79,2453616.73,11.607,10.510,11.793,0.038,R,15546
TrES_Lyr1_00340,TrES_Lyr1,284.1333,48.6711,2453541.79,2453616.73,12.502,10.769,11.789,0.040,R,15546
TrES_Lyr1_00341,TrES_Lyr1,286.7583,45.4189,2453541.79,2453616.73,12.129,10.672,11.796,0.038,R,15536
TrES_Lyr1_00342,TrES_Lyr1,283.3250,48.8244,2453549.75,2453611.95,12.268,10.654,11.796,0.036,R,4148
TrES_Lyr1_00343,TrES_Lyr1,287.2771,44.2958,2453541.79,2453616.73,12.439,10.810,11.798,0.026,R,15546
TrES_Lyr1_00344,TrES_Lyr1,282.2904,49.0739,2453541.79,2453616.73,12.343,10.757,11.798,0.038,R,15546
TrES_Lyr1_00345,TrES_Lyr1,282.9650,44.3889,2453541.79,2453616.73,10.193,10.039,11.799,0.033,R,15546
TrES_Lyr1_00346,TrES_Lyr1,289.4250,43.9611,2453549.75,2453611.95,11.668,10.552,11.799,0.019,R,4148
TrES_Lyr1_00347,TrES_Lyr1,283.2408,48.8164,2453541.79,2453616.73,11.646,10.526,11.800,0.032,R,11398
TrES_Lyr1_00348,TrES_Lyr1,288.0342,45.4933,2453541.79,2453616.73,11.826,10.582,11.803,0.033,R,15546
TrES_Lyr1_00349,TrES_Lyr1,287.7900,49.0783,2453541.79,2453616.73,11.461,10.431,11.805,0.043,R,15546
TrES_Lyr1_00350,TrES_Lyr1,287.1229,49.7825,2453549.75,2453611.95,10.859,10.294,11.806,0.026,R,4148
TrES_Lyr1_00351,TrES_Lyr1,287.1621,47.5200,2453541.79,2453616.73,10.214,10.060,11.806,0.040,R,15546
TrES_Lyr1_00352,TrES_Lyr1,284.2533,46.3378,2453549.75,2453611.95,11.779,10.553,11.809,0.047,R,4124
TrES_Lyr1_00353,TrES_Lyr1,282.0829,45.8614,2453541.79,2453616.73,11.901,10.652,11.809,0.037,R,15546
TrES_Lyr1_00354,TrES_Lyr1,289.0483,47.0864,2453541.79,2453616.73,,,11.820,0.032,R,15546
TrES_Lyr1_00355,TrES_Lyr1,282.0083,43.9428,2453549.75,2453611.95,11.807,10.688,11.822,0.034,R,4148
TrES_Lyr1_00356,TrES_Lyr1,284.5079,49.2931,2453541.79,2453616.73,10.798,10.223,11.824,0.031,R,15546
TrES_Lyr1_00357,TrES_Lyr1,287.4467,48.5464,2453541.79,2453616.73,11.369,10.423,11.825,0.040,R,15546
TrES_Lyr1_00358,TrES_Lyr1,286.1325,46.5956,2453541.79,2453616.73,11.022,10.356,11.825,0.035,R,15546
TrES_Lyr1_00359,TrES_Lyr1,281.4492,48.9603,2453541.79,2453616.73,12.197,10.848,11.825,0.030,R,15546
TrES_Lyr1_00360,TrES_Lyr1,288.2254,46.5111,2453541.79,2453616.73,11.629,10.492,11.828,0.042,R,15546
TrES_Lyr1_00361,TrES_Lyr1,288.5471,44.9992,2453541.79,2453616.73,,,11.829,0.026,R,15545
TrES_Lyr1_00362,TrES_Lyr1,286.4787,48.3778,2453541.79,2453616.73,11.670,10.539,11.831,0.041,R,15546
TrES_Lyr1_00363,TrES_Lyr1,289.5196,47.8544,2453549.75,2453611.95,12.665,11.000,11.832,0.036,R,4148
TrES_Lyr1_00364,TrES_Lyr1,283.7125,48.4133,2453549.75,2453611.95,11.803,10.717,11.833,0.039,R,4148
TrES_Lyr1_00365,TrES_Lyr1,288.7408,45.2486,2453541.79,2453616.73,,,11.833,0.034,R,15544
TrES_Lyr1_00366,TrES_Lyr1,285.4712,48.3542,2453549.75,2453611.95,11.715,10.528,11.834,0.038,R,4148
TrES_Lyr1_00367,TrES_Lyr1,285.4513,45.0142,2453541.79,2453616.73,10.860,10.332,11.835,0.037,R,15546
TrES_Lyr1_00368,TrES_Lyr1,283.5192,45.6978,2453549.75,2453611.95,11.007,10.376,11.840,0.025,R,4148
TrES_Lyr1_00369,TrES_Lyr1,285.3429,46.7250,2453541.79,2453616.73,12.951,10.885,11.840,0.040,R,15350
TrES_Lyr1_00370,TrES_Lyr1,287.8679,49.7903,2453549.75,2453611.95,10.318,10.012,11.842,0.031,R,4148
TrES_Lyr1_00371,TrES_Lyr1,282.3558,47.0614,2453549.75,2453611.95,12.027,10.687,11.843,0.047,R,4148
TrES_Lyr1_00372,TrES_Lyr1,285.2163,49.0894,2453541.79,2453616.73,10.569,10.276,11.849,0.042,R,15546
TrES_Lyr1_00373,TrES_Lyr1,282.8879,47.6922,2453549.75,2453611.95,11.723,10.566,11.845,0.037,R,4148
TrES_Lyr1_00374,TrES_Lyr1,284.9287,46.0139,2453541.79,2453616.73,10.815,10.273,11.847,0.064,R,15546
TrES_Lyr1_00375,TrES_Lyr1,281.8292,49.6036,2453541.79,2453616.73,11.894,10.569,11.850,0.043,R,15544
TrES_Lyr1_00376,TrES_Lyr1,287.7542,47.5603,2453541.79,2453616.73,11.922,10.574,11.850,0.033,R,15546
TrES_Lyr1_00377,TrES_Lyr1,288.3017,44.4300,2453541.79,2453616.73,13.044,10.995,11.850,0.036,R,15546
TrES_Lyr1_00378,TrES_Lyr1,287.0921,46.1075,2453541.79,2453616.73,10.898,10.442,11.851,0.045,R,15546
TrES_Lyr1_00379,TrES_Lyr1,287.5071,44.3750,2453541.79,2453616.73,10.737,10.474,11.851,0.030,R,15546
TrES_Lyr1_00380,TrES_Lyr1,281.5121,45.7922,2453541.79,2453616.73,12.277,10.713,11.858,0.042,R,15546
TrES_Lyr1_00381,TrES_Lyr1,286.6150,44.8425,2453541.79,2453616.73,10.681,10.240,11.859,0.026,R,15546
TrES_Lyr1_00382,TrES_Lyr1,284.0683,44.7289,2453541.79,2453616.73,10.959,10.382,11.860,0.034,R,15546
TrES_Lyr1_00383,TrES_Lyr1,284.7850,46.2744,2453549.75,2453611.95,13.041,10.759,11.860,0.032,R,4121
TrES_Lyr1_00384,TrES_Lyr1,281.8521,47.3017,2453541.79,2453616.73,10.562,10.215,11.861,0.039,R,15546
TrES_Lyr1_00385,TrES_Lyr1,286.9458,48.4100,2453541.79,2453616.73,11.944,10.644,11.863,0.050,R,15546
TrES_Lyr1_00386,TrES_Lyr1,288.0604,46.5325,2453541.79,2453616.73,12.163,10.767,11.865,0.041,R,15546
TrES_Lyr1_00387,TrES_Lyr1,285.2829,48.7158,2453549.75,2453611.95,,,11.865,0.202,R,4148
TrES_Lyr1_00388,TrES_Lyr1,286.2633,44.7081,2453541.79,2453616.73,11.727,10.661,11.866,0.027,R,15546
TrES_Lyr1_00389,TrES_Lyr1,285.7267,49.3156,2453541.79,2453616.73,12.268,10.644,11.865,0.035,R,15546
TrES_Lyr1_00390,TrES_Lyr1,285.2179,48.1047,2453541.79,2453616.73,11.868,10.686,11.867,0.030,R,15546
TrES_Lyr1_00391,TrES_Lyr1,284.9433,46.7269,2453541.79,2453616.73,12.673,10.888,11.872,0.032,R,15196
TrES_Lyr1_00392,TrES_Lyr1,287.5717,49.7433,2453549.75,2453611.95,10.847,10.246,11.877,0.026,R,4148
TrES_Lyr1_00393,TrES_Lyr1,287.8296,46.6153,2453541.79,2453616.73,11.800,10.486,11.878,0.040,R,15546
TrES_Lyr1_00394,TrES_Lyr1,284.3704,49.7867,2453549.75,2453611.95,10.522,10.154,11.880,0.022,R,4148
TrES_Lyr1_00395,TrES_Lyr1,286.2538,45.3153,2453541.79,2453616.73,10.840,10.355,11.880,0.040,R,15546
TrES_Lyr1_00396,TrES_Lyr1,282.9613,44.1583,2453541.79,2453616.73,11.984,10.663,11.880,0.043,R,15546
TrES_Lyr1_00397,TrES_Lyr1,284.1342,45.9156,2453549.75,2453611.95,12.317,10.669,11.882,0.032,R,4146
TrES_Lyr1_00398,TrES_Lyr1,285.7675,49.6639,2453549.75,2453611.95,11.513,10.586,11.882,0.035,R,4148
TrES_Lyr1_00399,TrES_Lyr1,288.3017,45.8828,2453541.79,2453616.73,11.924,10.942,11.883,0.036,R,15546
TrES_Lyr1_00400,TrES_Lyr1,286.6129,46.6994,2453541.79,2453616.73,11.715,10.536,11.884,0.030,R,15543
TrES_Lyr1_00401,TrES_Lyr1,285.3537,45.8217,2453541.79,2453616.73,11.842,10.715,11.887,0.040,R,15546
TrES_Lyr1_00402,TrES_Lyr1,284.2717,47.9622,2453549.75,2453611.95,11.863,10.735,11.888,0.032,R,4148
TrES_Lyr1_00403,TrES_Lyr1,287.5554,46.6800,2453541.79,2453616.73,11.835,11.563,11.890,0.107,R,15546
TrES_Lyr1_00404,TrES_Lyr1,287.3492,49.7672,2453549.75,2453611.95,10.658,10.166,11.891,0.020,R,4148
TrES_Lyr1_00405,TrES_Lyr1,284.1858,47.5322,2453549.75,2453611.95,11.878,10.859,11.892,0.113,R,4148
TrES_Lyr1_00406,TrES_Lyr1,282.9613,48.9156,2453549.75,2453611.95,10.507,9.915,11.893,0.163,R,4107
TrES_Lyr1_00407,TrES_Lyr1,287.2950,47.6442,2453541.79,2453616.73,,,11.896,0.045,R,15452
TrES_Lyr1_00408,TrES_Lyr1,283.0692,49.1456,2453541.79,2453616.73,,,11.899,0.040,R,15546
TrES_Lyr1_00409,TrES_Lyr1,287.5546,46.4714,2453541.79,2453616.73,12.364,10.659,11.900,0.030,R,15546
TrES_Lyr1_00410,TrES_Lyr1,281.2733,47.7744,2453541.79,2453616.73,11.741,10.905,11.901,0.042,R,15545
TrES_Lyr1_00411,TrES_Lyr1,285.4092,47.6461,2453549.75,2453611.95,11.191,10.438,11.902,0.038,R,4147
